item_id,0,1,2,3,4,5
339609,0.17331268957309293,-0.011700156162774984,0.6164342069559507,0.3891732581986949,0.5436635883005024,0.36392655351981773
415042,0.773010080228028,0.6735987933649862,0.6887346493404555,0.3788155904236388,0.07932339974360211,0.8078824034756888
426880,0.3124965455565032,-0.028394314160709186,0.7118149108841648,0.2577019619636365,0.7174452616856669,0.337485585112418
445934,0.8218712153191997,0.14535522235451287,0.5588038757907122,0.794761540001282,0.6177820225968659,-0.0055258900605587
574783,-0.11812391594563645,0.698090840374166,0.05501832509104311,-0.09216585462569177,0.3065234754020609,0.4168705403653061
639992,0.6212682803512152,0.4058376713343797,0.29331346380552736,0.3714939664279146,0.5117556016881069,0.7748883190321927
654671,0.10889227324778797,0.11609403705885905,0.6659090505170454,0.7294396274694578,0.8955077320259308,0.7162818277566284
838894,0.5181377199845759,0.1394733467879637,0.7397242216972957,0.8822704816638296,0.4550335035294216,0.3692561442102633
851811,0.11665091534170526,0.4745299490968462,0.467381775024505,-0.10049216090707153,0.2470935675959268,0.30245090286051196
899607,0.36180549696756015,0.5528630853505387,0.4447293823096504,0.3006954116254957,0.3265188835043483,0.451158490915309
924189,0.6373068031652477,0.8883961767540848,0.966195939032096,0.4100022281731181,0.4358479720582079,0.5825869317334261
952610,0.463583428591435,0.7197656502078909,-0.060994429778422926,-0.04836629271595911,0.9023413961362508,0.8896517526681824
993818,0.3485386580962976,1.154110072393166,0.5480460178376249,0.7196245415515462,1.3957795726282527,1.1355135004714407
203664,0.4367385091551886,0.12782728817429972,0.1727891814636988,0.35797488372844743,-0.0008852162992662123,0.19453780432791168
333869,0.9635933063575106,1.2764055615363152,0.6816272657896187,0.5308565216672643,0.4636064014119528,1.372056776689326
397070,0.2548566377063937,0.13760277247216016,0.18886911634755169,0.28144116811143743,0.032051988511078607,0.2702388539818278
806876,1.7452380766047884,0.19126352904019628,1.0905355518358837,2.044051261621977,1.5501822823680411,0.08673862605769724
831017,0.3951768364542125,0.39529546840736096,0.2664349996277326,0.3915367445823174,0.02722048160709076,0.9906195032784
939193,0.4601341174009249,1.561267390035313,0.7812816438589522,0.3696385779694367,1.147603324094408,1.2815893195192618
1023908,0.7549404367674334,0.9012186413218494,0.08082394777823189,0.4569970029929625,0.6286824855113194,0.3505153565610468
2680,0.29687095994097024,0.377756314575451,0.8544186035258751,0.35642125056280666,0.6508756786550871,0.3697801892190547
16505,0.586406410329331,0.3964462995540184,0.4182388414942541,0.9561132671767152,0.4095284422935063,0.02091693232330735
97045,0.010206144990740294,0.6437499085935426,0.19335219456642616,0.7591688800681693,0.6449811654058325,0.1910491721860892
194306,0.20163457096530885,0.8982721866756264,-0.01845545648194223,0.6044750721014612,0.8319096808175716,0.4341354997105478
365902,0.7300298296512773,0.7989432026222983,0.13305111832416655,0.4181530607674375,0.8589601872322895,0.21420336141694496
488064,0.88262168570065,0.4401758324171282,0.3523458125753046,0.07689499841574307,-0.006827367725355591,0.8619208978589388
612824,0.17254103539119034,0.17916165926004265,0.5584855539985111,0.9544181320906748,0.916864692136022,0.14728962259904435
